Entry	Entry name	Gene names
K7EK47	K7EK47_HUMAN	ADGRL1
K7ERC3	K7ERC3_HUMAN	ADGRL1
K7ESH3	K7ESH3_HUMAN	ADGRL1
Q8WXG9	AGRV1_HUMAN	ADGRV1 GPR98 KIAA0686 KIAA1943 MASS1 VLGR1
A0A1W2PNS5	A0A1W2PNS5_HUMAN	ADGRV1
A0A1W2PP32	A0A1W2PP32_HUMAN	ADGRV1
A0A1W2PPA4	A0A1W2PPA4_HUMAN	ADGRV1
A0A1W2PQK7	A0A1W2PQK7_HUMAN	ADGRV1
A0A1W2PQP9	A0A1W2PQP9_HUMAN	ADGRV1
A0A1W2PQU5	A0A1W2PQU5_HUMAN	ADGRV1
A0A1W2PR51	A0A1W2PR51_HUMAN	ADGRV1
A0A1W2PR84	A0A1W2PR84_HUMAN	ADGRV1
A0A1W2PRC7	A0A1W2PRC7_HUMAN	ADGRV1
A0A1W2PRR5	A0A1W2PRR5_HUMAN	ADGRV1
A0A1W2PS08	A0A1W2PS08_HUMAN	ADGRV1
A0A1W2PS99	A0A1W2PS99_HUMAN	ADGRV1
A0A1X7SBU6	A0A1X7SBU6_HUMAN	ADGRV1
D6RIF0	D6RIF0_HUMAN	ADGRV1
P55263	ADK_HUMAN	ADK
A0A5F9ZGZ8	A0A5F9ZGZ8_HUMAN	ADK
A0A5F9ZH31	A0A5F9ZH31_HUMAN	ADK
A0A5F9ZH72	A0A5F9ZH72_HUMAN	ADK
A0A5F9ZH76	A0A5F9ZH76_HUMAN	ADK
A0A5F9ZH83	A0A5F9ZH83_HUMAN	ADK
A0A5F9ZHJ1	A0A5F9ZHJ1_HUMAN	ADK
A0A5K1VW54	A0A5K1VW54_HUMAN	ADK
A0A5K1VW94	A0A5K1VW94_HUMAN	ADK
P25100	ADA1D_HUMAN	ADRA1D ADRA1A
B0ZBE0	B0ZBE0_HUMAN	ADRA1D hCG_1646223
P30520	PURA2_HUMAN	ADSS2 ADSS
A0A024R5Q7	A0A024R5Q7_HUMAN	ADSS ADSS2 hCG_15389
B4E1L0	B4E1L0_HUMAN	ADSS ADSS2
Q8N556	AFAP1_HUMAN	AFAP1 AFAP
A0A087X177	A0A087X177_HUMAN	AFAP1
Q8TED9	AF1L1_HUMAN	AFAP1L1
P51826	AFF3_HUMAN	AFF3 LAF4
A0A5F9ZHE5	A0A5F9ZHE5_HUMAN	AFF3
A0A5F9ZHH7	A0A5F9ZHH7_HUMAN	AFF3
A0A5F9ZHU9	A0A5F9ZHU9_HUMAN	AFF3
A0A5F9ZHV2	A0A5F9ZHV2_HUMAN	AFF3
A0A5F9ZHV9	A0A5F9ZHV9_HUMAN	AFF3
A0A5F9ZHZ1	A0A5F9ZHZ1_HUMAN	AFF3
C9J622	C9J622_HUMAN	AFF3
C9J847	C9J847_HUMAN	AFF3
C9JC67	C9JC67_HUMAN	AFF3
C9JIB1	C9JIB1_HUMAN	AFF3
C9JMS1	C9JMS1_HUMAN	AFF3
C9JUC4	C9JUC4_HUMAN	AFF3
C9JUY1	C9JUY1_HUMAN	AFF3
C9JZ66	C9JZ66_HUMAN	AFF3
H7C3W3	H7C3W3_HUMAN	AFF3
H7C4C2	H7C4C2_HUMAN	AFF3
L8E9Z7	L8E9Z7_HUMAN	AFF3
Q9UHB7	AFF4_HUMAN	AFF4 AF5Q31 MCEF HSPC092
C9JCE0	C9JCE0_HUMAN	AFF4
H7C319	H7C319_HUMAN	AFF4
L8E815	L8E815_HUMAN	AFF4
Q8TAX5	Q8TAX5_HUMAN	AFF4
P02771	FETA_HUMAN	AFP HPAFP
J3KMX3	J3KMX3_HUMAN	AFP
Q9UPQ3	AGAP1_HUMAN	AGAP1 CENTG2 KIAA1099
A0A087X044	A0A087X044_HUMAN	AGAP1
A0A087X1U1	A0A087X1U1_HUMAN	AGAP1
A0A0U1RRF1	A0A0U1RRF1_HUMAN	AGAP1
B2RZG9	B2RZG9_HUMAN	AGAP1
C9J8Z2	C9J8Z2_HUMAN	AGAP1
E7EUN2	E7EUN2_HUMAN	AGAP1
F5GXM9	F5GXM9_HUMAN	AGAP1
H7C0A7	H7C0A7_HUMAN	AGAP1
H7C211	H7C211_HUMAN	AGAP1
X5D293	X5D293_HUMAN	AGAP1
Q96P47	AGAP3_HUMAN	AGAP3 CENTG3
C9J975	C9J975_HUMAN	AGAP3
E7ESL9	E7ESL9_HUMAN	AGAP3
H0Y873	H0Y873_HUMAN	AGAP3
H7C4F1	H7C4F1_HUMAN	AGAP3
H7C4U6	H7C4U6_HUMAN	AGAP3
H7C5G0	H7C5G0_HUMAN	AGAP3
L8EB86	L8EB86_HUMAN	AGAP3
Q86ST5	Q86ST5_HUMAN	AGAP3
Q86XV5	Q86XV5_HUMAN	AGAP3
Q5VU57	CBPC6_HUMAN	AGBL4 CCP6
A0AVJ2	A0AVJ2_HUMAN	AGBL4
B1AMW3	B1AMW3_HUMAN	AGBL4
B1ANV5	B1ANV5_HUMAN	AGBL4
F8VWL7	F8VWL7_HUMAN	AGBL4
H0Y5X4	H0Y5X4_HUMAN	AGBL4
O95081	AGFG2_HUMAN	AGFG2 HRBL RABR
A0A0C4DG34	A0A0C4DG34_HUMAN	AGFG2 HRBL hCG_20457
H7BZA5	H7BZA5_HUMAN	AGFG2
Q53H12	AGK_HUMAN	AGK MULK
A0A0G2JLD0	A0A0G2JLD0_HUMAN	AGK
A0A0G2JLG5	A0A0G2JLG5_HUMAN	AGK
A0A3B3IRM6	A0A3B3IRM6_HUMAN	AGK
A0A3B3IS09	A0A3B3IS09_HUMAN	AGK
A0A3B3ISY9	A0A3B3ISY9_HUMAN	AGK
A0A3B3ISZ0	A0A3B3ISZ0_HUMAN	AGK
A0A3B3ITD0	A0A3B3ITD0_HUMAN	AGK
A0A3B3ITV0	A0A3B3ITV0_HUMAN	AGK
A0A3B3ITX7	A0A3B3ITX7_HUMAN	AGK
A0A3B3IUC9	A0A3B3IUC9_HUMAN	AGK
E9PC15	E9PC15_HUMAN	AGK
E9PG39	E9PG39_HUMAN	AGK
F8WDD1	F8WDD1_HUMAN	AGK
Q9UPW5	CBPC1_HUMAN	AGTPBP1 CCP1 KIAA1035 NNA1
A0A024R288	A0A024R288_HUMAN	AGTPBP1 hCG_1743691
J3KNS1	J3KNS1_HUMAN	AGTPBP1
P30556	AGTR1_HUMAN	AGTR1 AGTR1A AGTR1B AT2R1 AT2R1B
A0A0A0MSE3	A0A0A0MSE3_HUMAN	AGTR1 hCG_2022206
D3DNG8	D3DNG8_HUMAN	AGTR1 hCG_2022206
Q53YY0	Q53YY0_HUMAN	AGTR1 hCG_2022206
Q6NUP5	Q6NUP5_HUMAN	AGTR1
Q96HN2	SAHH3_HUMAN	AHCYL2 KIAA0828
C9JZV7	C9JZV7_HUMAN	AHCYL2
C9K0S0	C9K0S0_HUMAN	AHCYL2
H0Y8B3	H0Y8B3_HUMAN	AHCYL2
Q8N157	AHI1_HUMAN	AHI1
A0A7P0T7Z8	A0A7P0T7Z8_HUMAN	AHI1
A0A7P0T880	A0A7P0T880_HUMAN	AHI1
A0A7P0T8H6	A0A7P0T8H6_HUMAN	AHI1
A0A7P0T8M1	A0A7P0T8M1_HUMAN	AHI1
A0A7P0T959	A0A7P0T959_HUMAN	AHI1
A0A7P0T9D2	A0A7P0T9D2_HUMAN	AHI1
A0A7P0T9G0	A0A7P0T9G0_HUMAN	AHI1
A0A7P0T9I7	A0A7P0T9I7_HUMAN	AHI1
A0A7P0T9M6	A0A7P0T9M6_HUMAN	AHI1
A0A7P0T9Q2	A0A7P0T9Q2_HUMAN	AHI1
A0A7P0T9X6	A0A7P0T9X6_HUMAN	AHI1
A0A7P0TA48	A0A7P0TA48_HUMAN	AHI1
A0A7P0TAL4	A0A7P0TAL4_HUMAN	AHI1
A0A7P0TB12	A0A7P0TB12_HUMAN	AHI1
A0A7P0TB99	A0A7P0TB99_HUMAN	AHI1
A0A7P0TBA0	A0A7P0TBA0_HUMAN	AHI1
A0A7P0TBL6	A0A7P0TBL6_HUMAN	AHI1
A0A7P0Z493	A0A7P0Z493_HUMAN	AHI1
A0A7P0Z4K9	A0A7P0Z4K9_HUMAN	AHI1
E9PI51	E9PI51_HUMAN	AHI1
E9PML3	E9PML3_HUMAN	AHI1
H0Y343	H0Y343_HUMAN	AHI1
H0YDL1	H0YDL1_HUMAN	AHI1
H0YEF1	H0YEF1_HUMAN	AHI1
Q9NQN3	Q9NQN3_HUMAN	AHI1
Q8IVF2	AHNK2_HUMAN	AHNAK2 C14orf78 KIAA2019
A9YTQ3	AHRR_HUMAN	AHRR BHLHE77 KIAA1234
A0A494BZY4	A0A494BZY4_HUMAN	AHRR
A0A7I2PK40	A0A7I2PK40_HUMAN	AHRR
D6RE68	D6RE68_HUMAN	AHRR
E5RFG4	E5RFG4_HUMAN	AHRR
E5RGQ2	E5RGQ2_HUMAN	AHRR
E5RHE0	E5RHE0_HUMAN	AHRR
G3V143	G3V143_HUMAN	AHRR hCG_1985585
H0YA43	H0YA43_HUMAN	AHRR
P27144	KAD4_HUMAN	AK4 AK3 AK3L1
A0A384N647	A0A384N647_HUMAN	AK4 AK3L1
F8VS11	F8VS11_HUMAN	AK4 hCG_2031840
K4Q5R3	K4Q5R3_HUMAN	AK4
Q5TCS8	KAD9_HUMAN	AK9 AKD1 AKD2 C6orf199 C6orf224
A0A075B7F5	A0A075B7F5_HUMAN	AK9
E9PPM3	E9PPM3_HUMAN	AK9
E9PPU7	E9PPU7_HUMAN	AK9
H0Y8C5	H0Y8C5_HUMAN	AK9
H0YCD1	H0YCD1_HUMAN	AK9
H7C505	H7C505_HUMAN	AK9
H7C517	H7C517_HUMAN	AK9
J3KP89	J3KP89_HUMAN	AK9
Q02952	AKA12_HUMAN	AKAP12 AKAP250
Q6NSG9	Q6NSG9_HUMAN	AKAP12
Q86TJ9	Q86TJ9_HUMAN	AKAP12
Q12802	AKP13_HUMAN	AKAP13 BRX HT31 LBC
A0A087WTD7	A0A087WTD7_HUMAN	AKAP13
A0A087WX73	A0A087WX73_HUMAN	AKAP13
A0A087WY36	A0A087WY36_HUMAN	AKAP13
A0A087WYS7	A0A087WYS7_HUMAN	AKAP13
A0A087X047	A0A087X047_HUMAN	AKAP13
A0A2X0SF55	A0A2X0SF55_HUMAN	AKAP13
A8MYJ1	A8MYJ1_HUMAN	AKAP13
B7ZW05	B7ZW05_HUMAN	AKAP13
H0YK18	H0YK18_HUMAN	AKAP13
H0YK84	H0YK84_HUMAN	AKAP13
H0YLH1	H0YLH1_HUMAN	AKAP13
H0YMI5	H0YMI5_HUMAN	AKAP13
H0YMW2	H0YMW2_HUMAN	AKAP13
Q13023	AKAP6_HUMAN	AKAP6 AKAP100 KIAA0311
B2RP22	B2RP22_HUMAN	AKAP6
D3DS91	D3DS91_HUMAN	AKAP6 hCG_1812123
G3V3B5	G3V3B5_HUMAN	AKAP6
G3V3H2	G3V3H2_HUMAN	AKAP6
G3V3H6	G3V3H6_HUMAN	AKAP6
G3V3H7	G3V3H7_HUMAN	AKAP6
G3V569	G3V569_HUMAN	AKAP6
H0YJT7	H0YJT7_HUMAN	AKAP6
Q9Y243	AKT3_HUMAN	AKT3 PKBG
A0A5F9ZGY0	A0A5F9ZGY0_HUMAN	AKT3
A0A5F9ZGZ4	A0A5F9ZGZ4_HUMAN	AKT3
A0A5F9ZHA9	A0A5F9ZHA9_HUMAN	AKT3
A0A5F9ZHU3	A0A5F9ZHU3_HUMAN	AKT3
A0A5K1VW74	A0A5K1VW74_HUMAN	AKT3
A0A7P0T872	A0A7P0T872_HUMAN	AKT3
A0A7P0T8T9	A0A7P0T8T9_HUMAN	AKT3
A0A7P0TB29	A0A7P0TB29_HUMAN	AKT3
A0A7P0TB32	A0A7P0TB32_HUMAN	AKT3
A0A7P0TBJ6	A0A7P0TBJ6_HUMAN	AKT3
F8VS91	F8VS91_HUMAN	AKT3
Q56A86	Q56A86_HUMAN	AKT3
Q3SY69	AL1L2_HUMAN	ALDH1L2
A0A494C1M4	A0A494C1M4_HUMAN	ALDH1L2
H0YHN9	H0YHN9_HUMAN	ALDH1L2
P05091	ALDH2_HUMAN	ALDH2 ALDM
A0A384NPN7	A0A384NPN7_HUMAN	ALDH2 hCG_2039620
B0LUF9	B0LUF9_HUMAN	ALDH2
B0LUG0	B0LUG0_HUMAN	ALDH2
B0LUG2	B0LUG2_HUMAN	ALDH2
B4YAH7	B4YAH7_HUMAN	ALDH2
F8VSB0	F8VSB0_HUMAN	ALDH2
Q9UN17	Q9UN17_HUMAN	ALDH2
S4R3S4	S4R3S4_HUMAN	ALDH2
P30038	AL4A1_HUMAN	ALDH4A1 ALDH4 P5CDH
A0A024RAC7	A0A024RAC7_HUMAN	ALDH4A1 hCG_25108
Q5TF55	Q5TF55_HUMAN	ALDH4A1
P51649	SSDH_HUMAN	ALDH5A1 SSADH
A0A5F9ZH05	A0A5F9ZH05_HUMAN	ALDH5A1
A0A5F9ZH98	A0A5F9ZH98_HUMAN	ALDH5A1
A0A5F9ZI23	A0A5F9ZI23_HUMAN	ALDH5A1
C9J8Q5	C9J8Q5_HUMAN	ALDH5A1
Q8N3W7	Q8N3W7_HUMAN	ALDH5A1
X5D299	X5D299_HUMAN	ALDH5A1
X5D8T4	X5D8T4_HUMAN	ALDH5A1
X5DNC0	X5DNC0_HUMAN	ALDH5A1
X5DQN2	X5DQN2_HUMAN	ALDH5A1 hCG_37509
P49419	AL7A1_HUMAN	ALDH7A1 ATQ1
A0A0J9YWF7	A0A0J9YWF7_HUMAN	ALDH7A1
A0A0J9YWK1	A0A0J9YWK1_HUMAN	ALDH7A1
A0A0J9YWM6	A0A0J9YWM6_HUMAN	ALDH7A1
A0A1B0GTG2	A0A1B0GTG2_HUMAN	ALDH7A1
A0A1B0GTJ4	A0A1B0GTJ4_HUMAN	ALDH7A1
A0A1B0GTY9	A0A1B0GTY9_HUMAN	ALDH7A1
A0A1B0GUA1	A0A1B0GUA1_HUMAN	ALDH7A1
A0A1B0GUY0	A0A1B0GUY0_HUMAN	ALDH7A1
A0A1B0GV49	A0A1B0GV49_HUMAN	ALDH7A1
A0A1B0GVU0	A0A1B0GVU0_HUMAN	ALDH7A1
A0A1B0GW65	A0A1B0GW65_HUMAN	ALDH7A1
A0A1B0GW77	A0A1B0GW77_HUMAN	ALDH7A1
A0A1B0GW82	A0A1B0GW82_HUMAN	ALDH7A1
F8VVF2	F8VVF2_HUMAN	ALDH7A1
F8WD33	F8WD33_HUMAN	ALDH7A1
F8WDY6	F8WDY6_HUMAN	ALDH7A1
H0YHM6	H0YHM6_HUMAN	ALDH7A1
Q9BT22	ALG1_HUMAN	ALG1 HMAT1 HMT1 PSEC0061 UNQ861/PRO1870
A0A804HHW1	A0A804HHW1_HUMAN	ALG1
A0A804HIG6	A0A804HIG6_HUMAN	ALG1
A0A804HJE3	A0A804HJE3_HUMAN	ALG1
A0A804HJL6	A0A804HJL6_HUMAN	ALG1
A0A804HJQ1	A0A804HJQ1_HUMAN	ALG1
A0A804HKJ4	A0A804HKJ4_HUMAN	ALG1
A0A804HKK4	A0A804HKK4_HUMAN	ALG1
A0A804HKU4	A0A804HKU4_HUMAN	ALG1
A0A804HKX7	A0A804HKX7_HUMAN	ALG1
A0A804HLB7	A0A804HLB7_HUMAN	ALG1
K7EID2	K7EID2_HUMAN	ALG1
K7EPU3	K7EPU3_HUMAN	ALG1
K7EQK1	K7EQK1_HUMAN	ALG1
Q96F25	ALG14_HUMAN	ALG14
C9J202	AG1L2_HUMAN	ALG1L2
H9XFA2	H9XFA2_HUMAN	ALG1L2
Q9H6U8	ALG9_HUMAN	ALG9 DIBD1
A0A087WTZ3	A0A087WTZ3_HUMAN	ALG9
A0A087WVC0	A0A087WVC0_HUMAN	ALG9
A0A087WX16	A0A087WX16_HUMAN	ALG9
A0A087WZY8	A0A087WZY8_HUMAN	ALG9
A0A0S2Z5N6	A0A0S2Z5N6_HUMAN	ALG9
H0YCW6	H0YCW6_HUMAN	ALG9
H0YEX8	H0YEX8_HUMAN	ALG9
H0YF48	H0YF48_HUMAN	ALG9
Q9UM73	ALK_HUMAN	ALK
A0A087WZL3	A0A087WZL3_HUMAN	ALK
A0A0K2YUJ3	A0A0K2YUJ3_HUMAN	ALK
B2MXD7	B2MXD7_HUMAN	ALK
B2MXD8	B2MXD8_HUMAN	ALK
B2MXD9	B2MXD9_HUMAN	ALK
B2MXE0	B2MXE0_HUMAN	ALK
B2MXE1	B2MXE1_HUMAN	ALK
B2MXE2	B2MXE2_HUMAN	ALK
B2MXE3	B2MXE3_HUMAN	ALK
B2MXE4	B2MXE4_HUMAN	ALK
B2MXE5	B2MXE5_HUMAN	ALK
B2MXE6	B2MXE6_HUMAN	ALK
B2MXE7	B2MXE7_HUMAN	ALK
B6D4Y1	B6D4Y1_HUMAN	ALK
B6D4Y2	B6D4Y2_HUMAN	ALK
B6D4Y3	B6D4Y3_HUMAN	ALK
B6D4Y5	B6D4Y5_HUMAN	ALK
B6D4Y6	B6D4Y6_HUMAN	ALK
B6D4Y7	B6D4Y7_HUMAN	ALK
B6D4Y8	B6D4Y8_HUMAN	ALK
D1MAM0	D1MAM0_HUMAN	ALK
D1MAM1	D1MAM1_HUMAN	ALK
D1MAM2	D1MAM2_HUMAN	ALK
D1MAM3	D1MAM3_HUMAN	ALK
D1MAM4	D1MAM4_HUMAN	ALK
D1MAM5	D1MAM5_HUMAN	ALK
E7EPW7	E7EPW7_HUMAN	ALK
F0UY65	F0UY65_HUMAN	ALK
F0UY66	F0UY66_HUMAN	ALK
H7BZ33	H7BZ33_HUMAN	ALK
Q580I3	Q580I3_HUMAN	ALK
Q96BT7	ALKB8_HUMAN	ALKBH8 ABH8
C9JQN2	C9JQN2_HUMAN	ALKBH8
P18054	LOX12_HUMAN	ALOX12 12LO LOG12
K7ENN9	K7ENN9_HUMAN	ALOX12
Q96QP1	ALPK1_HUMAN	ALPK1 KIAA1527 LAK
B3KUH8	B3KUH8_HUMAN	ALPK1
B4E0R2	B4E0R2_HUMAN	ALPK1
D6RB29	D6RB29_HUMAN	ALPK1
D6RDN6	D6RDN6_HUMAN	ALPK1
L8E8U4	L8E8U4_HUMAN	ALPK1
Q9C0C7	AMRA1_HUMAN	AMBRA1 DCAF3 KIAA1736
A0A075B6T1	A0A075B6T1_HUMAN	AMBRA1
E9PL55	E9PL55_HUMAN	AMBRA1
H0YE34	H0YE34_HUMAN	AMBRA1
Q8IY45	AMN1_HUMAN	AMN1
E9PHB0	E9PHB0_HUMAN	AMN1
F5GWF7	F5GWF7_HUMAN	AMN1
F5H1R2	F5H1R2_HUMAN	AMN1
F5H286	F5H286_HUMAN	AMN1
F5H3D1	F5H3D1_HUMAN	AMN1
F5H7U5	F5H7U5_HUMAN	AMN1
Q400G9	AMZ1_HUMAN	AMZ1 KIAA1950
A4D202	A4D202_HUMAN	KIAA1950 AMZ1 hCG_18440 tcag7.537
Q9H1A4	APC1_HUMAN	ANAPC1 TSG24
A0A2R8YF63	A0A2R8YF63_HUMAN	ANAPC1
F8WAS1	F8WAS1_HUMAN	ANAPC1
H0Y564	H0Y564_HUMAN	ANAPC1
Q8NI99	ANGL6_HUMAN	ANGPTL6 AGF ARP5 UNQ152/PRO178
A0A024R7A9	A0A024R7A9_HUMAN	ANGPTL6 hCG_28490
K7EKF6	K7EKF6_HUMAN	ANGPTL6
Q01484	ANK2_HUMAN	ANK2 ANKB
A0A087WZU3	A0A087WZU3_HUMAN	ANK2
A0A0U1RQN6	A0A0U1RQN6_HUMAN	ANK2
A0A5F9ZGS5	A0A5F9ZGS5_HUMAN	ANK2
A0A5F9ZGS7	A0A5F9ZGS7_HUMAN	ANK2
A0A5F9ZGX3	A0A5F9ZGX3_HUMAN	ANK2
A0A5F9ZGX8	A0A5F9ZGX8_HUMAN	ANK2
A0A5F9ZGY1	A0A5F9ZGY1_HUMAN	ANK2
A0A5F9ZGY3	A0A5F9ZGY3_HUMAN	ANK2
A0A5F9ZGY4	A0A5F9ZGY4_HUMAN	ANK2
A0A5F9ZGZ1	A0A5F9ZGZ1_HUMAN	ANK2
A0A5F9ZGZ5	A0A5F9ZGZ5_HUMAN	ANK2
A0A5F9ZH03	A0A5F9ZH03_HUMAN	ANK2
A0A5F9ZH10	A0A5F9ZH10_HUMAN	ANK2
A0A5F9ZH17	A0A5F9ZH17_HUMAN	ANK2
A0A5F9ZH18	A0A5F9ZH18_HUMAN	ANK2
A0A5F9ZH19	A0A5F9ZH19_HUMAN	ANK2
A0A5F9ZH30	A0A5F9ZH30_HUMAN	ANK2
A0A5F9ZH34	A0A5F9ZH34_HUMAN	ANK2
A0A5F9ZH35	A0A5F9ZH35_HUMAN	ANK2
A0A5F9ZH38	A0A5F9ZH38_HUMAN	ANK2
A0A5F9ZH39	A0A5F9ZH39_HUMAN	ANK2
A0A5F9ZH58	A0A5F9ZH58_HUMAN	ANK2
A0A5F9ZH70	A0A5F9ZH70_HUMAN	ANK2
A0A5F9ZH99	A0A5F9ZH99_HUMAN	ANK2
A0A5F9ZHA1	A0A5F9ZHA1_HUMAN	ANK2
A0A5F9ZHC9	A0A5F9ZHC9_HUMAN	ANK2
A0A5F9ZHD2	A0A5F9ZHD2_HUMAN	ANK2 hCG_22680
A0A5F9ZHE2	A0A5F9ZHE2_HUMAN	ANK2
A0A5F9ZHE4	A0A5F9ZHE4_HUMAN	ANK2
A0A5F9ZHF7	A0A5F9ZHF7_HUMAN	ANK2
A0A5F9ZHG3	A0A5F9ZHG3_HUMAN	ANK2
A0A5F9ZHJ4	A0A5F9ZHJ4_HUMAN	ANK2
A0A5F9ZHJ6	A0A5F9ZHJ6_HUMAN	ANK2 hCG_22680
A0A5F9ZHL3	A0A5F9ZHL3_HUMAN	ANK2
A0A5F9ZHL5	A0A5F9ZHL5_HUMAN	ANK2
A0A5F9ZHL9	A0A5F9ZHL9_HUMAN	ANK2
A0A5F9ZHM6	A0A5F9ZHM6_HUMAN	ANK2
A0A5F9ZHN0	A0A5F9ZHN0_HUMAN	ANK2
A0A5F9ZHN5	A0A5F9ZHN5_HUMAN	ANK2
A0A5F9ZHQ3	A0A5F9ZHQ3_HUMAN	ANK2
A0A5F9ZHQ5	A0A5F9ZHQ5_HUMAN	ANK2
A0A5F9ZHR2	A0A5F9ZHR2_HUMAN	ANK2
A0A5F9ZHR8	A0A5F9ZHR8_HUMAN	ANK2
A0A5F9ZHS1	A0A5F9ZHS1_HUMAN	ANK2
A0A5F9ZHT4	A0A5F9ZHT4_HUMAN	ANK2
A0A5F9ZHT8	A0A5F9ZHT8_HUMAN	ANK2
A0A5F9ZHV4	A0A5F9ZHV4_HUMAN	ANK2
A0A5F9ZHY6	A0A5F9ZHY6_HUMAN	ANK2
A0A5F9ZI08	A0A5F9ZI08_HUMAN	ANK2
A0A5F9ZI15	A0A5F9ZI15_HUMAN	ANK2
A0A5F9ZI16	A0A5F9ZI16_HUMAN	ANK2
A0A5F9ZI18	A0A5F9ZI18_HUMAN	ANK2
A0A5F9ZI30	A0A5F9ZI30_HUMAN	ANK2
A0A5F9ZI36	A0A5F9ZI36_HUMAN	ANK2
A0A5F9ZI40	A0A5F9ZI40_HUMAN	ANK2
A0A5F9ZI41	A0A5F9ZI41_HUMAN	ANK2
A0A5F9ZI45	A0A5F9ZI45_HUMAN	ANK2
A0A5F9ZI46	A0A5F9ZI46_HUMAN	ANK2
A0A5F9ZI53	A0A5F9ZI53_HUMAN	ANK2
A0A5F9ZI56	A0A5F9ZI56_HUMAN	ANK2
A0A5F9ZI65	A0A5F9ZI65_HUMAN	ANK2
A0A5F9ZI69	A0A5F9ZI69_HUMAN	ANK2
A0A5F9ZI73	A0A5F9ZI73_HUMAN	ANK2
A0A5F9ZI81	A0A5F9ZI81_HUMAN	ANK2
A0A5K1VW73	A0A5K1VW73_HUMAN	ANK2
A0A669KB19	A0A669KB19_HUMAN	ANK2
A0A669KBJ6	A0A669KBJ6_HUMAN	ANK2
A5XEJ9	A5XEJ9_HUMAN	ANK2
A5XEK0	A5XEK0_HUMAN	ANK2
B7Z651	B7Z651_HUMAN	ANK2
D6RHE1	D6RHE1_HUMAN	ANK2
D6RIY9	D6RIY9_HUMAN	ANK2
E9PCH6	E9PCH6_HUMAN	ANK2
E9PHW9	E9PHW9_HUMAN	ANK2
H0Y8X8	H0Y8X8_HUMAN	ANK2
H0Y8Y2	H0Y8Y2_HUMAN	ANK2
H0Y931	H0Y931_HUMAN	ANK2
H0Y933	H0Y933_HUMAN	ANK2
H0YAG3	H0YAG3_HUMAN	ANK2
I6L894	I6L894_HUMAN	ANK2
L8E9V3	L8E9V3_HUMAN	ANK2
Q12955	ANK3_HUMAN	ANK3
A0A087WTE8	A0A087WTE8_HUMAN	ANK3
A0A087WTF3	A0A087WTF3_HUMAN	ANK3
A0A087WTP5	A0A087WTP5_HUMAN	ANK3
A0A087WVC2	A0A087WVC2_HUMAN	ANK3
A0A087WWI5	A0A087WWI5_HUMAN	ANK3
A0A087WX55	A0A087WX55_HUMAN	ANK3
A0A087WY90	A0A087WY90_HUMAN	ANK3
A0A087WZ26	A0A087WZ26_HUMAN	ANK3
A0A087WZ65	A0A087WZ65_HUMAN	ANK3
A0A087X0B4	A0A087X0B4_HUMAN	ANK3
A0A087X0L3	A0A087X0L3_HUMAN	ANK3
A8KA62	A8KA62_HUMAN	ANK3 hCG_1812776
B1AQT1	B1AQT1_HUMAN	ANK3
D6RBY7	D6RBY7_HUMAN	ANK3
D6RF31	D6RF31_HUMAN	ANK3
D6RFK6	D6RFK6_HUMAN	ANK3
D6RHY3	D6RHY3_HUMAN	ANK3
H0Y3A4	H0Y3A4_HUMAN	ANK3
H0Y8Z4	H0Y8Z4_HUMAN	ANK3
H0Y951	H0Y951_HUMAN	ANK3
H0Y9E9	H0Y9E9_HUMAN	ANK3
H0YA66	H0YA66_HUMAN	ANK3
H0YAH5	H0YAH5_HUMAN	ANK3
Q8N957	ANKF1_HUMAN	ANKFN1
A0A1B0GTR8	A0A1B0GTR8_HUMAN	ANKFN1
A0A590UK59	A0A590UK59_HUMAN	ANKFN1
A0A804HJ58	A0A804HJ58_HUMAN	ANKFN1
H3BM45	H3BM45_HUMAN	ANKFN1
I3L0N6	I3L0N6_HUMAN	ANKFN1
Q8NAG6	ANKL1_HUMAN	ANKLE1 ANKRD41 LEM3
A0A0A0MSC6	A0A0A0MSC6_HUMAN	ANKLE1
A0A494C092	A0A494C092_HUMAN	ANKLE1
A0A499FJM0	A0A499FJM0_HUMAN	ANKLE1
A0JLW0	A0JLW0_HUMAN	ANKLE1
M0QX15	M0QX15_HUMAN	ANKLE1
M0R002	M0R002_HUMAN	ANKLE1
Q9P2S6	ANKY1_HUMAN	ANKMY1 TSAL1 ZMYND13
A0A0S2Z587	A0A0S2Z587_HUMAN	ANKMY1
A0A0S2Z596	A0A0S2Z596_HUMAN	ANKMY1
B5MBY4	B5MBY4_HUMAN	ANKMY1 hCG_1811573
C9J5V7	C9J5V7_HUMAN	ANKMY1
C9JGS7	C9JGS7_HUMAN	ANKMY1
C9JZ56	C9JZ56_HUMAN	ANKMY1
H7BYI0	H7BYI0_HUMAN	ANKMY1
H7BYZ8	H7BYZ8_HUMAN	ANKMY1
H7C254	H7C254_HUMAN	ANKMY1
J3KPY5	J3KPY5_HUMAN	ANKMY1
J3KQ07	J3KQ07_HUMAN	ANKMY1
J3KQ21	J3KQ21_HUMAN	ANKMY1
Q5CZB7	Q5CZB7_HUMAN	ANKMY1 DKFZp686L21237
Q6GPI0	Q6GPI0_HUMAN	ANKMY1
Q6UB99	ANR11_HUMAN	ANKRD11 ANCO1
A0A087WTN8	A0A087WTN8_HUMAN	ANKRD11
